id;tmdb_score
ts128895;Midnight Diner: Tokyo Stories;SHOW;An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.;2016;TV-14;25;['drama'];['JP'];2.000000;4149.000000;11.357000;7.700000;7.700000
ts129445;The Spy;SHOW;Based on the life of Israeli spy Eli Cohen.;2019;TV-MA;53;['drama', 'history'];['FR'];1.000000;41237.000000;16.993000;7.600000;7.600000
ts131579;Thieves of the Wood;SHOW;In 18th-century Flanders a soldier-turned-bandit becomes a local hero as he leads the oppressed and downtrodden in a revolt against the corrupt aristocracy.;2018;TV-MA;48;['history', 'drama', 'action', 'thriller', 'comedy', 'documentation'];['BE'];1.000000;2629.000000;12.035000;6.400000;6.400000
ts13411;Cocaine;SHOW;A three-part documentary series investigating the cocaine trafficking, distribution, usage and state control.;2005;TV-14;49;['documentation', 'european'];['US'];1.000000;61.000000;0.600000;7.000000;7.000000
ts144323;Unnatural Selection;SHOW;Three high school students decide to escape the mundane urban environment and embark on a fishing adventure.;2015;TV-MA;35;['reality', 'documentation', 'comedy'];['US'];1.000000;12.000000;2.736000;7.500000;7.500000
ts14520;Action Pack;SHOW;The heroic kids of the Action Academy take on the bad guys with their hearts, their wits and their superpowers, and bring out the best in them.;2022;TV-Y;28;['family', 'action', 'animation', 'fantasy', 'scifi', 'comedy'];['US'];2.000000;86.000000;5.800000;8.200000;8.200000
ts14583;BoJack Horseman;SHOW;"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.";2014;TV-MA;26;['comedy', 'drama', 'animation'];['US'];6.000000;148127.000000;92.956001;8.600000;8.600000
ts1464;The Cartel;SHOW;The Cartel follows ten friends, all of them members of a dangerous drug cartel, whose ambition for power and money will cause them to eventually kill each other. For it is an undeniable truth that, in this business, you always lose.;2008;TV-MA;44;['action', 'drama', 'crime', 'thriller', 'comedy'];['CO'];2.000000;774.000000;189.664993;7.500000;7.500000
ts1475;Chosen;SHOW;A 17-year-old girl's world is turned upside down when she and her friends make a disturbing discovery in their quiet Danish town.;2022;TV-MA;41;['scifi', 'drama', 'thriller'];['DK'];1.000000;1246.000000;7.199000;6.584000;6.584000
ts15986;Dead Set;SHOW;Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...;2008;TV-MA;141;['scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european'];['GB'];1.000000;19812.000000;9.680000;7.300000;7.300000
ts16045;Are You The One?;SHOW;In the most ambitious dating experiment ever attempted, a group of gorgeous single women and guys are put through an extensive and scientific matchmaking process to find their Perfect Match.;2014;TV-14;41;['reality'];['US'];8.000000;2528.000000;9.479000;5.900000;5.900000
ts16117;20 Minutes;SHOW;An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.;2013;TV-MA;46;['action', 'drama', 'romance'];['TR'];1.000000;1730.000000;2.294000;8.000000;8.000000
ts161737;Dare Me;SHOW;The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.;2019;TV-MA;43;['thriller', 'crime', 'drama', 'reality'];['US'];1.000000;5254.000000;15.001000;7.900000;7.900000
ts1639;The Blacklist;SHOW;"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.";2013;TV-14;43;['thriller', 'drama', 'crime'];['US'];9.000000;242640.000000;227.557007;7.600000;7.600000
ts16919;All That;SHOW;The new kids of comedy bring the funny as All That, America’s #1 kid’s sketch comedy show, returns with a new cast and a few familiar faces. From Executive Producers Kenan Thompson and Kel Mitchell.;1994;TV-G;22;['comedy', 'family', 'music'];['US'];11.000000;7718.000000;6.688000;8.400000;8.400000
ts17156;Arrested Development;SHOW;The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.;2003;TV-MA;28;['comedy'];['US'];5.000000;300445.000000;30.131001;8.043000;8.043000
ts17598;Arrow;SHOW;Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.;2012;TV-14;42;['action', 'crime', 'drama', 'thriller', 'scifi'];['US'];8.000000;427871.000000;122.098999;6.700000;6.700000
ts17942;Chappelle's Show;SHOW;Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.;2003;TV-14;21;['comedy', 'music'];['US'];3.000000;63107.000000;14.116000;8.100000;8.100000
ts18010;Bloodline;SHOW;A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.;2015;TV-MA;57;['drama', 'thriller'];['US'];3.000000;51422.000000;17.337999;7.300000;7.300000
ts18551;Cuckoo;SHOW;Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.;2012;TV-14;27;['comedy', 'drama', 'european'];['GB'];5.000000;20.000000;13.250000;6.900000;6.900000
ts185885;Oktoberfest: Beer & Blood;SHOW;In 1900, A rich newcomer with a shady past arrives in Munich determined to crash the local Oktoberfest with his own brewery. But when his daughter falls in love with the heir to a rival brewery, a violent chain of events is unleashed that will threaten both families' futures.;2020;TV-MA;48;['drama', 'history', 'thriller'];['DE'];1.000000;2177.000000;6.856000;7.000000;7.000000
ts187070;Pup Academy;SHOW;Welcome to a secret world where pups learn to be a human's best friend: PUP ACADEMY. Follow three unlikely puppies - and their human friends - as they work together to discover the power of friendship and create everlasting bonds between dogs and humans.;2019;TV-Y;27;['family', 'comedy'];['US'];2.000000;512.000000;13.060000;7.000000;7.000000
ts187386;My Perfect Landing;SHOW;My Perfect Landing follows a family of gymnasts through their struggles of dealing with a life-changing move from Miami to Toronto, Canada.;2020;TV-G;25;['family'];['CA'];1.000000;175.000000;5.310000;9.200000;9.200000
ts187443;The Minions of Midas;SHOW;Los Favoritos de Midas is based on the 1901 short story by Jack London. The six-part series follows Victor, a rich businessman, who is blackmailed in a strange way by a mysterious organization.;2020;TV-MA;53;['crime', 'drama', 'thriller'];['ES'];1.000000;4134.000000;17.311001;7.000000;7.000000
